,Название товара в срм,id товара,Product-id,offer_article,offer_purchasePrice,product_category
418,Термо: Мужской XL,929,ss-termo-men-xl,0301002004,,timur
419,Термо: Мужской XXL,930,ss-termo-men-xxl,0301002004,,timur
420,Термо: Женское S,931,ss-termo-women-s,0301002004,,timur
421,Термо: Женское M,932,ss-termo-women-m,0301002004,,timur
422,Термо: Женское L,933,ss-termo-women-l,0301002004,,timur
423,Термо: Женское XL,934,ss-termo-women-xl,0301002004,,timur
424,Термо: Женское XXL,935,ss-termo-women-xxl,0301002004,,timur
425,Термо: (уточнить размер),937,ss-termo,0301002004,,timur
426,Худи-одеяло,943,04000125,0301012001,,timur
427,Худи-одеяло (Серый),944,,0301012001,,timur
428,Худи-одеяло (Бордовый),945,,0301012001,,timur
429,Худи-одеяло (Синий),946,,0301012001,,timur
430,Жилет с нагреванием,954,04000128,0303003001,,timur
431,Жилет с нагреванием M,955,,0303003001,,timur
432,Жилет с нагреванием L,956,,0303003001,,timur
433,Жилет с нагреванием XL,957,,0303003001,,timur
434,Жилет с нагреванием 2XL,958,,0303003001,,timur
435,Жилет с нагреванием 3XL,959,,0303003001,,timur
436,Жилет с нагреванием 4XL,960,,0303003001,,timur
437,Павербанк,961,04000129,0115006001,,timur
438,Тактические штаны ENVIFORCE,964,04000501,0302003003,,timur
439,"Тактические штаны ENVIFORCE (Черный, S)",965,,0302003003-1_S-MH,,timur
440,"Тактические штаны ENVIFORCE (Черный, M)",1048,,0302003003-1_M-MH,,timur
441,"Тактические штаны ENVIFORCE (Черный, L)",1049,,0302003003-1_L-MH,,timur
442,"Тактические штаны ENVIFORCE (Черный, XL)",1050,,0302003003-1_XL-MH,,timur
443,Тактические штаны ENVIFORCE (Черный 2XL),1051,,0302003003-1_2XL-MH,,timur
444,"Тактические штаны ENVIFORCE (Бежевый, S)",1052,,0302003003-2_S-MH,,timur
445,"Тактические штаны ENVIFORCE (Бежевый, M)",1053,,0302003003-2_M-MH,,timur
446,"Тактические штаны ENVIFORCE (Бежевый, L)",1054,,0302003003-2_L-MH,,timur
447,"Тактические штаны ENVIFORCE (Бежевый, XL)",1055,,0302003003-2_XL-MH,,timur
448,"Тактические штаны ENVIFORCE (Бежевый, 2XL)",1056,,0302003003-2_2XL-MH,,timur
449,"Тактические штаны ENVIFORCE (Бежевый, 3XL)",1277,,0302003003-2_3XL-MH,,timur
450,"Тактические штаны ENVIFORCE (Бежевый, 4XL)",1278,,0302003003-2_4XL-MH,,timur
451,"Тактические штаны ENVIFORCE (Черный, 3XL)",1279,,0302003003-1_3XL-MH,,timur
452,"Тактические штаны ENVIFORCE (Черный, 4XL)",1280,,0302003003-1_4XL-MH,,timur
453,Зимние термосапожки женские,987,0400099,0401008001,,timur
454,Зимние термосапожки Бежевые 36,988,,0401008001-1_36-mh,,timur
455,Зимние термосапожки Бежевые 37,989,,0401008001-1_37-mh,,timur
456,Зимние термосапожки Бежевые 38,990,,0401008001-1_38-mh,,timur
457,Зимние термосапожки Бежевые 39,991,,0401008001-1_39-mh,,timur
458,Зимние термосапожки Бежевые 40,992,,0401008001-1_40-mh,,timur
459,Зимние термосапожки Бежевые 41,993,,0401008001-1_41-mh,,timur
460,Зимние термосапожки Бежевые 42,994,,0401008001-1_42-mh,,timur
461,Зимние термосапожки Черные 36,995,,0401008001-2_36-mh,,timur
462,Зимние термосапожки Черные 37,996,,0401008001-2_37-mh,,timur
463,Зимние термосапожки Черные 38,997,,0401008001-2_38-mh,,timur
464,Зимние термосапожки Черные 39,998,,0401008001-2_39-mh,,timur
465,Зимние термосапожки Черные 40,1000,,0401008001-2_40-mh,,timur
466,Зимние термосапожки Черные 41,1001,,0401008001-2_41-mh,,timur
467,Зимние термосапожки Черные 42,1002,,0401008001-2_42-mh,,timur
468,M-Styler: цвет не указан,1017,ss-styler,ss-00-0010,4.3,ss
469,M-Styler: Розовый,1018,ss-styler-pink,ss-00-0010,4.3,ss
470,M-Styler: Темно-серый(Черный),1019,ss-styler-black,ss-00-0010,4.3,ss
471,M-Styler: Белый,1020,ss-styler-white,ss-00-0010,4.3,ss
472,Sleek Soul: Набор матовых помад,1021,ss-lipstick12,ss-00-0011,7.0,ss
473,Набор Anne Klein (Белый),1025,ss-vd-0001-01,ss-vd-0001,11.88,ss
474,Набор Anne Klein (Черный),1026,ss-vd-0001-02,ss-vd-0001,11.88,ss
475,"Кулон ""Titanic""",1027,ss-titanic,ss-00-0012,1.0,ss
476,Стельки с подогревом,1028,04000126,0502012001,,timur
477,Тактические перчатки,1029,04000127,0502011001-MH,,timur
478,Тактические перчатки L,1030,,0502011001-MH,,timur
479,Тактические перчатки XL,1031,,0502011001-MH,,timur
480,Универсальная обувь MaxComfort,1034,04000130,0402007002,,timur
481,Универсальная обувь MaxComfort 36,1035,,0402007002,,timur
482,Универсальная обувь MaxComfort 37,1036,,0402007002,,timur
483,Универсальная обувь MaxComfort 38,1037,,0402007002,,timur
484,Универсальная обувь MaxComfort 39,1038,,0402007002,,timur
485,Универсальная обувь MaxComfort 40,1039,,0402007002,,timur
486,Универсальная обувь MaxComfort 41,1040,,0402007002,,timur
487,Универсальная обувь MaxComfort 42,1041,,0402007002,,timur
488,Универсальная обувь MaxComfort 43,1042,,0402007002,,timur
489,Универсальная обувь MaxComfort 44,1043,,0402007002,,timur
490,Универсальная обувь MaxComfort 45,1044,,0402007002,,timur
491,Летающая фея,1066,04000136,1107011002,,timur
492,Летающая фея (Розовый),1067,,1107011002,,timur
493,Летающая фея (Голубой),1068,,1107011002,,timur
494,Зимние Термосапожки (Акция),1073,0400099_up,,,timur
495,Зимние Термосапожки Бежевые 36,1091,,,,timur
496,Зимние Термосапожки Бежевые 37,1092,,,,timur
497,Зимние Термосапожки Бежевые 38,1093,,,,timur
498,Зимние Термосапожки Бежевые 39,1094,,,,timur
499,Зимние Термосапожки Бежевые 40,1095,,,,timur
500,Зимние Термосапожки Бежевые 41,1096,,,,timur
501,Зимние Термосапожки (Акция) Бежевые 42,1097,,,,timur
502,Зимние Термосапожки Черные 36,1098,,,,timur
503,Зимние Термосапожки Черные 37,1099,,,,timur
504,Зимние Термосапожки Черные 38,1100,,,,timur
505,Зимние Термосапожки Черные 39,1101,,,,timur
506,Зимние Термосапожки Черные 40,1102,,,,timur
507,Зимние Термосапожки Черные 41,1103,,,,timur
508,Зимние Термосапожки Черные 42,1104,,,,timur
509,Жилет с подогревом(Акция),1074,04000128_up,04000128,,timur
510,Жилет с подогревом M,1075,,04000128,,timur
511,Жилет с подогревом L,1105,,04000128,,timur
512,Жилет с подогревом XL,1106,,04000128,,timur
513,Жилет с подогревом 2XL,1107,,04000128,,timur
514,Жилет с подогревом 3XL,1108,,04000128,,timur
515,Жилет с подогревом 4XL,1109,,04000128,,timur
516,Тактические Перчатки (Акция),1076,04000127_up,,,timur
517,Тактические Перчатки (Акция)L,1089,,,,timur
518,Тактические Перчатки (Акция)XL,1090,,,,timur
519,Футболка для коррекции фигуры NanoFlex,1077,04000107_up,,,timur
520,Футболка для коррекции фигуры M,1110,,,,timur
521,Футболка для коррекции фигуры L,1111,,,,timur
522,Футболка для коррекции фигуры XL,1112,,,,timur
523,Футболка для коррекции фигуры 2XL,1113,,,,timur
524,Футболка для коррекции фигуры 3XL,1114,,,,timur
525,Универсальная обувь MaxComfort,1078,04000130_up,,,timur
526,Универсальная обувь MaxComfort (Акция)36,1079,,,,timur
527,Универсальная обувь MaxComfort (Акция)37,1080,,,,timur
528,Универсальная обувь MaxComfort (Акция)38,1081,,,,timur
529,Универсальная обувь MaxComfort (Акция)39,1082,,,,timur
530,Универсальная обувь MaxComfort (Акция)40,1083,,,,timur
531,Универсальная обувь MaxComfort (Акция)41,1084,,,,timur
532,Универсальная обувь MaxComfort (Акция)42,1085,,,,timur
533,Универсальная обувь MaxComfort (Акция)43,1086,,,,timur
534,Универсальная обувь MaxComfort (Акция)44,1087,,,,timur
535,Универсальная обувь MaxComfort (Акция)45,1088,,,,timur
536,Портативный  фотопринтер MINIPRINT,1117,04000137,,,timur
537,Мужские зимние ботинки Woolys,1124,04000138,0402001004,,timur
538,Мужские зимние ботинки Woolys Черные 40,1125,,0402001004-1_40,,timur
539,Мужские зимние ботинки Woolys Черные 41,1126,,0402001004-1_41,,timur
540,Мужские зимние ботинки Woolys Черные 42,1127,,0402001004-1_42,,timur
541,Мужские зимние ботинки Woolys Черные 43,1128,,0402001004-1_43,,timur
542,Мужские зимние ботинки Woolys Черные 44,1129,,0402001004-1_44,,timur
543,Мужские зимние ботинки Woolys Черные 45,1130,,0402001004-1_45,,timur
544,Мужские зимние ботинки Woolys Черные 46,1131,,0402001004-1_46,,timur
545,Мужские зимние ботинки Woolys Синие 40,1132,,0402001004-2_40,,timur
546,Мужские зимние ботинки Woolys Синие 41,1133,,0402001004-2_41,,timur
547,Мужские зимние ботинки Woolys Синие 42,1134,,0402001004-2_42,,timur
548,Мужские зимние ботинки Woolys Синие 43,1135,,0402001004-2_43,,timur
549,Мужские зимние ботинки Woolys Синие 44,1136,,0402001004-2_44,,timur
550,Мужские зимние ботинки Woolys Синие 45,1137,,0402001004-2_45,,timur
551,Мужские зимние ботинки Woolys Синие 46,1138,,0402001004-2_46,,timur
552,Портативный мини принтер,1140,04000139,0106002002,,timur
553,Смарт Часы (Черный муар),1178,ss-smart-watch-black,ss-00-0013,12.0,ss
554,Смарт Часы (Ультрамарин),1179,ss-smart-watch-blue,ss-00-0013,12.0,ss
555,Смарт Часы (Кремовый),1180,ss-smart-watch-creme,ss-00-0013,12.0,ss
556,Смарт Часы (Дыня Крайола),1181,ss-smart-watch-pink,ss-00-0013,12.0,ss
557,Смарт часы (Черный муар) с микро + ремешок,1662,ss-smart-new-black,ss-00-0013,12.0,ss
558,Смарт часы (Ультрамарин) с микро + ремешок,1663,ss-smart-new-blue,ss-00-0013,12.0,ss
559,Клатч (Черный),1182,ss-purse-black,ss-00-0014-purse,2.5,ss
560,Клатч (Красный),1420,ss-purse-red,ss-00-0014-purse,2.5,ss
561,Клатч (Розовый),1421,ss-purse-pink,ss-00-0014-purse,2.5,ss
562,Клатч (Голубой),1422,ss-purse-blue,ss-00-0014-purse,2.5,ss
563,Часы Starry Sky,1423,ss-starrysky,ss-00-0014-watch,1.0,ss
564,Sleek Soul: клатч + часы (апсейл),1547,purse-upsell,ss-00-0014-purse,2.5,ss
565,SS: Маш. от катышек,1183,ss-vd-0004-01,ss-vd-0004,2.0,ss
566,Sleek Soul: LED светильник с датчиком,1186,ss-led-light-no-size,0906005004,,timur
567,SS: LED светильник с датчиком (30 см.),1363,,0906005004,,timur
568,SS: LED светильник с датчиком (40 см.),1364,ss-led-light,0906005004,,timur
569,SS: LED светильник с датчиком (60 см.),1365,,0906005004,,timur
